'Elapsed time','ECG'
'5:44.628',0.062
'5:44.632',0.013
'5:44.636',-0.013
'5:44.640',-0.025
'5:44.644',-0.062
'5:44.648',-0.145
'5:44.652',-0.163
'5:44.656',-0.165
'5:44.660',-0.177
'5:44.664',-0.253
'5:44.668',-0.215
'5:44.672',-0.200
'5:44.676',-0.233
'5:44.680',-0.258
'5:44.684',-0.275
'5:44.688',-0.275
'5:44.692',-0.245
'5:44.696',-0.250
'5:44.700',-0.237
'5:44.704',-0.198
'5:44.708',-0.172
'5:44.712',-0.175
'5:44.716',-0.147
'5:44.720',-0.102
'5:44.724',-0.048
'5:44.728',-0.020
'5:44.732',0.095
'5:44.736',0.107
'5:44.740',0.220
'5:44.744',0.160
'5:44.748',0.172
'5:44.752',0.182
'5:44.756',0.138
'5:44.760',0.110
'5:44.764',0.125
'5:44.768',0.128
'5:44.772',0.085
'5:44.776',0.072
'5:44.780',0.037
'5:44.784',0.035
'5:44.788',0.033
'5:44.792',-0.007
'5:44.796',0.028
'5:44.800',0.028
'5:44.804',-0.013
'5:44.808',-0.062
'5:44.812',-0.098
'5:44.816',-0.165
'5:44.820',-0.195
'5:44.824',-0.228
'5:44.828',-0.245
'5:44.832',-0.228
'5:44.836',-0.223
'5:44.840',-0.235
'5:44.844',-0.258
'5:44.848',-0.270
'5:44.852',-0.275
'5:44.856',-0.287
'5:44.860',-0.263
'5:44.864',-0.228
'5:44.868',-0.220
'5:44.872',-0.215
'5:44.876',-0.207
'5:44.880',-0.198
'5:44.884',-0.235
'5:44.888',-0.198
'5:44.892',-0.138
'5:44.896',-0.120
'5:44.900',-0.133
'5:44.904',-0.113
'5:44.908',-0.100
'5:44.912',-0.060
'5:44.916',-0.045
'5:44.920',-0.020
'5:44.924',0.013
'5:44.928',0.060
'5:44.932',0.100
'5:44.936',0.138
'5:44.940',0.175
'5:44.944',0.150
'5:44.948',0.190
'5:44.952',0.145
'5:44.956',0.170
'5:44.960',0.200
'5:44.964',0.225
'5:44.968',0.210
'5:44.972',0.215
'5:44.976',0.235
'5:44.980',0.175
'5:44.984',0.138
'5:44.988',0.098
'5:44.992',0.062
'5:44.996',0.040
'5:45.000',0.033
'5:45.004',-0.037
'5:45.008',-0.070
'5:45.012',-0.125
'5:45.016',-0.140
'5:45.020',-0.175
'5:45.024',-0.195
'5:45.028',-0.200
'5:45.032',-0.215
'5:45.036',-0.163
'5:45.040',-0.182
'5:45.044',-0.200
'5:45.048',-0.188
'5:45.052',-0.223
'5:45.056',-0.228
'5:45.060',-0.203
'5:45.064',-0.188
'5:45.068',-0.175
'5:45.072',-0.145
'5:45.076',-0.113
'5:45.080',-0.163
'5:45.084',-0.160
'5:45.088',-0.087
'5:45.092',-0.040
'5:45.096',-0.020
'5:45.100',0.115
'5:45.104',0.158
'5:45.108',0.172
'5:45.112',0.215
'5:45.116',0.253
'5:45.120',0.265
'5:45.124',0.312
'5:45.128',0.300
'5:45.132',0.352
'5:45.136',0.345
'5:45.140',0.352
'5:45.144',0.320
'5:45.148',0.310
'5:45.152',0.253
'5:45.156',0.253
'5:45.160',0.250
'5:45.164',0.233
'5:45.168',0.203
'5:45.172',0.165
'5:45.176',0.135
'5:45.180',0.085
'5:45.184',-0.007
'5:45.188',-0.020
'5:45.192',-0.048
'5:45.196',-0.060
'5:45.200',-0.033
'5:45.204',-0.033
'5:45.208',-0.065
'5:45.212',-0.090
'5:45.216',-0.058
'5:45.220',-0.075
'5:45.224',-0.075
'5:45.228',-0.077
'5:45.232',-0.058
'5:45.236',-0.060
'5:45.240',-0.083
'5:45.244',-0.122
'5:45.248',-0.128
'5:45.252',-0.150
'5:45.256',-0.160
'5:45.260',-0.163
'5:45.264',-0.102
'5:45.268',-0.070
'5:45.272',-0.058
'5:45.276',-0.075
'5:45.280',-0.040
'5:45.284',-0.022
'5:45.288',-0.013
'5:45.292',0.050
'5:45.296',0.040
'5:45.300',0.085
'5:45.304',0.122
'5:45.308',0.087
'5:45.312',0.102
'5:45.316',0.122
'5:45.320',0.113
'5:45.324',0.107
'5:45.328',0.152
'5:45.332',0.128
'5:45.336',0.138
'5:45.340',0.107
'5:45.344',0.095
'5:45.348',0.050
'5:45.352',0.052
'5:45.356',0.020
'5:45.360',0.000
'5:45.364',0.025
'5:45.368',0.007
'5:45.372',0.035
'5:45.376',0.035
'5:45.380',0.060
'5:45.384',0.025
'5:45.388',0.052
'5:45.392',0.070
'5:45.396',0.098
'5:45.400',0.122
'5:45.404',0.100
'5:45.408',0.048
'5:45.412',0.037
'5:45.416',0.033
'5:45.420',0.052
'5:45.424',0.025
'5:45.428',0.033
'5:45.432',0.070
'5:45.436',0.037
'5:45.440',0.045
'5:45.444',0.022
'5:45.448',0.020
'5:45.452',0.010
'5:45.456',0.020
'5:45.460',0.020
'5:45.464',0.050
'5:45.468',0.058
'5:45.472',0.003
'5:45.476',0.062
'5:45.480',-0.010
'5:45.484',0.010
'5:45.488',0.048
'5:45.492',0.037
'5:45.496',0.037
'5:45.500',0.077
'5:45.504',0.090
'5:45.508',0.050
'5:45.512',0.060
'5:45.516',0.007
'5:45.520',0.003
'5:45.524',-0.013
'5:45.528',-0.033
'5:45.532',-0.013
'5:45.536',-0.040
'5:45.540',-0.060
'5:45.544',0.000
'5:45.548',-0.083
'5:45.552',-0.037
'5:45.556',-0.037
'5:45.560',0.013
'5:45.564',0.052
'5:45.568',0.058
'5:45.572',0.113
'5:45.576',0.122
'5:45.580',0.122
'5:45.584',0.145
'5:45.588',0.150
'5:45.592',0.170
'5:45.596',0.152
'5:45.600',0.223
'5:45.604',0.177
'5:45.608',0.125
'5:45.612',0.102
'5:45.616',0.000
'5:45.620',0.003
'5:45.624',-0.022
'5:45.628',0.003
'5:45.632',0.050
'5:45.636',0.000
'5:45.640',0.028
'5:45.644',0.062
'5:45.648',0.045
'5:45.652',0.035
'5:45.656',0.062
'5:45.660',0.058
'5:45.664',0.075
'5:45.668',0.028
'5:45.672',0.028
'5:45.676',-0.015
'5:45.680',-0.048
'5:45.684',-0.070
'5:45.688',-0.110
'5:45.692',-0.133
'5:45.696',-0.128
'5:45.700',-0.140
'5:45.704',-0.145
'5:45.708',-0.172
'5:45.712',-0.200
'5:45.716',-0.177
'5:45.720',-0.215
'5:45.724',-0.190
'5:45.728',-0.195
'5:45.732',-0.163
'5:45.736',-0.160
'5:45.740',-0.122
'5:45.744',-0.065
'5:45.748',-0.062
'5:45.752',-0.033
'5:45.756',0.028
'5:45.760',0.013
'5:45.764',0.060
'5:45.768',0.075
'5:45.772',0.150
'5:45.776',0.147
'5:45.780',0.163
'5:45.784',0.145
'5:45.788',0.175
'5:45.792',0.207
'5:45.796',0.188
'5:45.800',0.223
'5:45.804',0.200
'5:45.808',0.207
'5:45.812',0.160
'5:45.816',0.163
'5:45.820',0.152
'5:45.824',0.198
'5:45.828',0.228
'5:45.832',0.223
'5:45.836',0.158
'5:45.840',0.120
'5:45.844',0.122
'5:45.848',0.037
'5:45.852',0.003
'5:45.856',-0.045
'5:45.860',-0.095
'5:45.864',-0.085
'5:45.868',-0.163
'5:45.872',-0.207
'5:45.876',-0.198
'5:45.880',-0.265
'5:45.884',-0.320
'5:45.888',-0.345
'5:45.892',-0.360
'5:45.896',-0.352
'5:45.900',-0.378
'5:45.904',-0.360
'5:45.908',-0.320
'5:45.912',-0.325
'5:45.916',-0.260
'5:45.920',-0.250
'5:45.924',-0.235
'5:45.928',-0.160
'5:45.932',-0.062
'5:45.936',-0.062
'5:45.940',-0.010
'5:45.944',0.022
'5:45.948',0.007
'5:45.952',0.083
'5:45.956',0.138
'5:45.960',0.177
'5:45.964',0.220
'5:45.968',0.263
'5:45.972',0.310
'5:45.976',0.325
'5:45.980',0.362
'5:45.984',0.338
'5:45.988',0.352
'5:45.992',0.385
'5:45.996',0.400
'5:46.000',0.435
'5:46.004',0.460
'5:46.008',0.453
'5:46.012',0.432
'5:46.016',0.407
'5:46.020',0.390
'5:46.024',0.340
'5:46.028',0.287
'5:46.032',0.265
'5:46.036',0.203
'5:46.040',0.095
'5:46.044',0.020
'5:46.048',-0.070
'5:46.052',-0.210
'5:46.056',-0.240
'5:46.060',-0.302
'5:46.064',-0.357
'5:46.068',-0.395
'5:46.072',-0.432
'5:46.076',-0.487
'5:46.080',-0.507
'5:46.084',-0.515
'5:46.088',-0.485
'5:46.092',-0.458
'5:46.096',-0.435
'5:46.100',-0.422
'5:46.104',-0.385
'5:46.108',-0.302
'5:46.112',-0.328
'5:46.116',-0.263
'5:46.120',-0.253
'5:46.124',-0.265
'5:46.128',-0.287
'5:46.132',-0.282
'5:46.136',-0.295
'5:46.140',-0.282
'5:46.144',-0.253
'5:46.148',-0.235
'5:46.152',-0.200
'5:46.156',-0.120
'5:46.160',-0.037
'5:46.164',0.010
'5:46.168',0.052
'5:46.172',0.138
'5:46.176',0.138
'5:46.180',0.203
'5:46.184',0.235
'5:46.188',0.295
'5:46.192',0.338
'5:46.196',0.345
'5:46.200',0.365
'5:46.204',0.403
'5:46.208',0.383
'5:46.212',0.362
'5:46.216',0.347
'5:46.220',0.340
'5:46.224',0.333
'5:46.228',0.290
'5:46.232',0.273
'5:46.236',0.220
'5:46.240',0.150
'5:46.244',0.090
'5:46.248',0.000
'5:46.252',-0.100
'5:46.256',-0.152
'5:46.260',-0.212
'5:46.264',-0.302
'5:46.268',-0.333
'5:46.272',-0.365
'5:46.276',-0.412
'5:46.280',-0.427
'5:46.284',-0.463
'5:46.288',-0.465
'5:46.292',-0.440
'5:46.296',-0.422
'5:46.300',-0.365
'5:46.304',-0.350
'5:46.308',-0.258
'5:46.312',-0.212
'5:46.316',-0.182
'5:46.320',-0.165
'5:46.324',-0.090
'5:46.328',-0.083
'5:46.332',-0.040
'5:46.336',-0.040
'5:46.340',-0.058
'5:46.344',-0.085
'5:46.348',-0.110
'5:46.352',-0.107
'5:46.356',-0.107
'5:46.360',-0.050
'5:46.364',-0.020
'5:46.368',0.000
'5:46.372',0.048
'5:46.376',0.048
'5:46.380',0.048
'5:46.384',0.045
'5:46.388',0.087
'5:46.392',0.115
'5:46.396',0.138
'5:46.400',0.095
'5:46.404',0.090
'5:46.408',0.100
'5:46.412',0.040
'5:46.416',0.037
'5:46.420',-0.007
'5:46.424',-0.025
'5:46.428',-0.058
'5:46.432',-0.083
'5:46.436',-0.177
'5:46.440',-0.200
'5:46.444',-0.250
'5:46.448',-0.295
'5:46.452',-0.372
'5:46.456',-0.453
'5:46.460',-0.435
'5:46.464',-0.487
'5:46.468',-0.465
'5:46.472',-0.472
'5:46.476',-0.463
'5:46.480',-0.448
'5:46.484',-0.420
'5:46.488',-0.372
'5:46.492',-0.265
'5:46.496',-0.233
'5:46.500',-0.163
'5:46.504',-0.090
'5:46.508',-0.025
'5:46.512',-0.022
'5:46.516',-0.022
'5:46.520',-0.007
'5:46.524',0.022
'5:46.528',-0.010
'5:46.532',0.022
'5:46.536',0.003
'5:46.540',0.050
'5:46.544',0.000
'5:46.548',0.025
'5:46.552',0.070
'5:46.556',0.058
'5:46.560',0.072
'5:46.564',0.145
'5:46.568',0.147
'5:46.572',0.175
'5:46.576',0.158
'5:46.580',0.158
'5:46.584',0.140
'5:46.588',0.125
'5:46.592',0.135
'5:46.596',0.138
'5:46.600',0.150
'5:46.604',0.122
'5:46.608',0.072
'5:46.612',-0.022
'5:46.616',-0.072
'5:46.620',-0.122
'5:46.624',-0.185
'5:46.628',-0.278
'5:46.632',-0.320
'5:46.636',-0.385
'5:46.640',-0.422
'5:46.644',-0.482
'5:46.648',-0.495
'5:46.652',-0.512
'5:46.656',-0.472
'5:46.660',-0.458
'5:46.664',-0.410
'5:46.668',-0.350
'5:46.672',-0.320
'5:46.676',-0.275
'5:46.680',-0.212
'5:46.684',-0.220
'5:46.688',-0.133
'5:46.692',-0.087
'5:46.696',-0.028
'5:46.700',-0.040
'5:46.704',0.007
'5:46.708',-0.022
'5:46.712',0.025
'5:46.716',-0.025
'5:46.720',-0.022
'5:46.724',0.033
'5:46.728',0.035
'5:46.732',0.003
'5:46.736',0.040
'5:46.740',0.028
'5:46.744',0.037
'5:46.748',0.028
'5:46.752',0.037
'5:46.756',0.120
'5:46.760',0.107
'5:46.764',0.147
'5:46.768',0.172
'5:46.772',0.195
'5:46.776',0.198
'5:46.780',0.210
'5:46.784',0.220
'5:46.788',0.190
'5:46.792',0.170
'5:46.796',0.110
'5:46.800',0.070
'5:46.804',-0.007
'5:46.808',-0.102
'5:46.812',-0.152
'5:46.816',-0.235
'5:46.820',-0.282
'5:46.824',-0.328
'5:46.828',-0.375
'5:46.832',-0.398
'5:46.836',-0.412
'5:46.840',-0.415
'5:46.844',-0.438
'5:46.848',-0.445
'5:46.852',-0.412
'5:46.856',-0.407
'5:46.860',-0.360
'5:46.864',-0.323
'5:46.868',-0.287
'5:46.872',-0.245
'5:46.876',-0.223
'5:46.880',-0.263
'5:46.884',-0.278
'5:46.888',-0.225
'5:46.892',-0.210
'5:46.896',-0.210
'5:46.900',-0.190
'5:46.904',-0.140
'5:46.908',-0.147
'5:46.912',-0.083
'5:46.916',-0.113
'5:46.920',-0.035
'5:46.924',-0.028
'5:46.928',-0.013
'5:46.932',0.022
'5:46.936',0.065
'5:46.940',0.125
'5:46.944',0.083
'5:46.948',0.100
'5:46.952',0.145
'5:46.956',0.113
'5:46.960',0.135
'5:46.964',0.147
'5:46.968',0.138
'5:46.972',0.115
'5:46.976',0.113
'5:46.980',0.070
'5:46.984',0.010
'5:46.988',-0.037
'5:46.992',-0.087
'5:46.996',-0.133
'5:47.000',-0.188
'5:47.004',-0.245
'5:47.008',-0.282
'5:47.012',-0.315
'5:47.016',-0.338
'5:47.020',-0.395
'5:47.024',-0.372
'5:47.028',-0.398
'5:47.032',-0.395
'5:47.036',-0.365
'5:47.040',-0.345
'5:47.044',-0.350
'5:47.048',-0.347
'5:47.052',-0.285
'5:47.056',-0.282
'5:47.060',-0.260
'5:47.064',-0.250
'5:47.068',-0.233
'5:47.072',-0.263
'5:47.076',-0.215
'5:47.080',-0.207
'5:47.084',-0.198
'5:47.088',-0.120
'5:47.092',-0.050
'5:47.096',0.000
'5:47.100',0.087
'5:47.104',0.113
'5:47.108',0.152
'5:47.112',0.185
'5:47.116',0.198
'5:47.120',0.210
'5:47.124',0.223
'5:47.128',0.228
'5:47.132',0.273
'5:47.136',0.270
'5:47.140',0.260
'5:47.144',0.223
'5:47.148',0.220
'5:47.152',0.223
'5:47.156',0.163
'5:47.160',0.102
'5:47.164',0.090
'5:47.168',0.065
'5:47.172',-0.015
'5:47.176',-0.085
'5:47.180',-0.122
'5:47.184',-0.190
'5:47.188',-0.240
'5:47.192',-0.273
'5:47.196',-0.297
'5:47.200',-0.315
'5:47.204',-0.290
'5:47.208',-0.362
'5:47.212',-0.352
'5:47.216',-0.440
'5:47.220',-0.445
'5:47.224',-0.383
'5:47.228',-0.375
'5:47.232',-0.347
'5:47.236',-0.285
'5:47.240',-0.300
'5:47.244',-0.297
'5:47.248',-0.328
'5:47.252',-0.312
'5:47.256',-0.323
'5:47.260',-0.258
'5:47.264',-0.212
'5:47.268',-0.135
'5:47.272',-0.135
'5:47.276',-0.090
'5:47.280',-0.040
'5:47.284',-0.048
'5:47.288',0.037
'5:47.292',0.085
'5:47.296',0.122
'5:47.300',0.150
'5:47.304',0.160
'5:47.308',0.175
'5:47.312',0.190
'5:47.316',0.247
'5:47.320',0.212
'5:47.324',0.263
'5:47.328',0.287
'5:47.332',0.307
'5:47.336',0.325
'5:47.340',0.290
'5:47.344',0.228
'5:47.348',0.185
'5:47.352',0.110
'5:47.356',0.100
'5:47.360',0.020
'5:47.364',0.015
'5:47.368',-0.037
'5:47.372',-0.100
'5:47.376',-0.135
'5:47.380',-0.198
'5:47.384',-0.263
'5:47.388',-0.265
'5:47.392',-0.307
'5:47.396',-0.287
'5:47.400',-0.340
'5:47.404',-0.360
'5:47.408',-0.398
'5:47.412',-0.385
'5:47.416',-0.425
'5:47.420',-0.435
'5:47.424',-0.378
'5:47.428',-0.400
'5:47.432',-0.370
'5:47.436',-0.335
'5:47.440',-0.340
'5:47.444',-0.312
'5:47.448',-0.282
'5:47.452',-0.228
'5:47.456',-0.165
'5:47.460',-0.145
'5:47.464',-0.037
'5:47.468',0.025
'5:47.472',0.062
'5:47.476',0.085
'5:47.480',0.177
'5:47.484',0.152
'5:47.488',0.223
'5:47.492',0.198
'5:47.496',0.250
'5:47.500',0.265
'5:47.504',0.270
'5:47.508',0.285
'5:47.512',0.270
'5:47.516',0.245
'5:47.520',0.190
'5:47.524',0.170
'5:47.528',0.150
'5:47.532',0.110
'5:47.536',0.033
'5:47.540',-0.065
'5:47.544',-0.125
'5:47.548',-0.135
'5:47.552',-0.220
'5:47.556',-0.225
'5:47.560',-0.220
'5:47.564',-0.275
'5:47.568',-0.223
'5:47.572',-0.258
'5:47.576',-0.260
'5:47.580',-0.315
'5:47.584',-0.350
'5:47.588',-0.357
'5:47.592',-0.410
'5:47.596',-0.412
'5:47.600',-0.450
'5:47.604',-0.487
'5:47.608',-0.545
'5:47.612',-0.560
'5:47.616',-0.595
'5:47.620',-0.603
'5:47.624',-0.570
'5:47.628',-0.537
'5:47.632',-0.497
'5:47.636',-0.435
'5:47.640',-0.365
'5:47.644',-0.312
'5:47.648',-0.265
'5:47.652',-0.190
'5:47.656',-0.128
'5:47.660',-0.015
'5:47.664',0.048
'5:47.668',0.165
'5:47.672',0.220
'5:47.676',0.270
'5:47.680',0.328
'5:47.684',0.388
'5:47.688',0.375
'5:47.692',0.427
'5:47.696',0.500
'5:47.700',0.472
'5:47.704',0.477
'5:47.708',0.448
'5:47.712',0.372
'5:47.716',0.307
'5:47.720',0.297
'5:47.724',0.245
'5:47.728',0.138
'5:47.732',0.120
'5:47.736',0.085
'5:47.740',0.020
'5:47.744',-0.025
'5:47.748',-0.087
'5:47.752',-0.110
'5:47.756',-0.125
'5:47.760',-0.165
'5:47.764',-0.188
'5:47.768',-0.195
'5:47.772',-0.188
'5:47.776',-0.245
'5:47.780',-0.245
'5:47.784',-0.263
'5:47.788',-0.275
'5:47.792',-0.310
'5:47.796',-0.340
'5:47.800',-0.398
'5:47.804',-0.410
'5:47.808',-0.425
'5:47.812',-0.422
'5:47.816',-0.435
'5:47.820',-0.427
'5:47.824',-0.375
'5:47.828',-0.345
'5:47.832',-0.282
'5:47.836',-0.225
'5:47.840',-0.198
'5:47.844',-0.147
'5:47.848',-0.122
'5:47.852',-0.045
'5:47.856',-0.022
'5:47.860',0.060
'5:47.864',0.102
'5:47.868',0.138
'5:47.872',0.150
'5:47.876',0.147
'5:47.880',0.120
'5:47.884',0.085
'5:47.888',0.062
'5:47.892',0.022
'5:47.896',0.020
'5:47.900',-0.033
'5:47.904',-0.087
'5:47.908',-0.113
'5:47.912',-0.150
'5:47.916',-0.258
'5:47.920',-0.253
'5:47.924',-0.297
'5:47.928',-0.278
'5:47.932',-0.300
'5:47.936',-0.325
'5:47.940',-0.347
'5:47.944',-0.333
'5:47.948',-0.360
'5:47.952',-0.375
'5:47.956',-0.325
'5:47.960',-0.323
'5:47.964',-0.287
'5:47.968',-0.260
'5:47.972',-0.287
'5:47.976',-0.307
'5:47.980',-0.362
'5:47.984',-0.370
'5:47.988',-0.345
'5:47.992',-0.310
'5:47.996',-0.237
'5:48.000',-0.170
'5:48.004',-0.058
'5:48.008',-0.020
'5:48.012',0.035
'5:48.016',0.083
'5:48.020',0.163
'5:48.024',0.200
'5:48.028',0.290
'5:48.032',0.360
'5:48.036',0.375
'5:48.040',0.410
'5:48.044',0.400
'5:48.048',0.412
'5:48.052',0.383
'5:48.056',0.412
'5:48.060',0.370
'5:48.064',0.323
'5:48.068',0.295
'5:48.072',0.233
'5:48.076',0.122
'5:48.080',0.095
'5:48.084',0.010
'5:48.088',-0.045
'5:48.092',-0.083
'5:48.096',-0.083
'5:48.100',-0.113
'5:48.104',-0.140
'5:48.108',-0.185
'5:48.112',-0.240
'5:48.116',-0.275
'5:48.120',-0.315
'5:48.124',-0.320
'5:48.128',-0.333
'5:48.132',-0.365
'5:48.136',-0.378
'5:48.140',-0.360
'5:48.144',-0.378
'5:48.148',-0.407
'5:48.152',-0.412
'5:48.156',-0.410
'5:48.160',-0.388
'5:48.164',-0.350
'5:48.168',-0.312
'5:48.172',-0.263
'5:48.176',-0.190
'5:48.180',-0.133
'5:48.184',-0.098
'5:48.188',-0.028
'5:48.192',0.020
'5:48.196',0.102
'5:48.200',0.163
'5:48.204',0.265
'5:48.208',0.302
'5:48.212',0.357
'5:48.216',0.370
'5:48.220',0.388
'5:48.224',0.435
'5:48.228',0.472
'5:48.232',0.495
'5:48.236',0.510
'5:48.240',0.525
'5:48.244',0.510
'5:48.248',0.472
'5:48.252',0.453
'5:48.256',0.375
'5:48.260',0.307
'5:48.264',0.240
'5:48.268',0.175
'5:48.272',0.050
'5:48.276',-0.090
'5:48.280',-0.190
'5:48.284',-0.312
'5:48.288',-0.400
'5:48.292',-0.435
'5:48.296',-0.427
'5:48.300',-0.460
'5:48.304',-0.472
'5:48.308',-0.495
'5:48.312',-0.547
'5:48.316',-0.613
'5:48.320',-0.615
'5:48.324',-0.627
'5:48.328',-0.670
'5:48.332',-0.688
'5:48.336',-0.657
'5:48.340',-0.657
'5:48.344',-0.637
'5:48.348',-0.608
'5:48.352',-0.585
'5:48.356',-0.507
'5:48.360',-0.412
'5:48.364',-0.320
'5:48.368',-0.235
'5:48.372',-0.163
'5:48.376',-0.083
'5:48.380',-0.050
'5:48.384',0.025
'5:48.388',0.100
'5:48.392',0.188
'5:48.396',0.270
'5:48.400',0.347
'5:48.404',0.362
'5:48.408',0.410
'5:48.412',0.400
'5:48.416',0.407
'5:48.420',0.407
'5:48.424',0.470
'5:48.428',0.450
'5:48.432',0.502
'5:48.436',0.512
'5:48.440',0.550
'5:48.444',0.545
'5:48.448',0.537
'5:48.452',0.527
'5:48.456',0.453
'5:48.460',0.427
'5:48.464',0.370
'5:48.468',0.310
'5:48.472',0.190
'5:48.476',0.100
'5:48.480',-0.100
'5:48.484',-0.215
'5:48.488',-0.372
'5:48.492',-0.458
'5:48.496',-0.515
'5:48.500',-0.540
'5:48.504',-0.645
'5:48.508',-0.662
'5:48.512',-0.650
'5:48.516',-0.715
'5:48.520',-0.777
'5:48.524',-0.795
'5:48.528',-0.790
'5:48.532',-0.812
'5:48.536',-0.858
'5:48.540',-0.833
'5:48.544',-0.877
'5:48.548',-0.863
'5:48.552',-0.825
'5:48.556',-0.772
'5:48.560',-0.760
'5:48.564',-0.632
'5:48.568',-0.565
'5:48.572',-0.485
'5:48.576',-0.400
'5:48.580',-0.345
'5:48.584',-0.247
'5:48.588',-0.190
'5:48.592',-0.110
'5:48.596',0.058
'5:48.600',0.135
'5:48.604',0.253
'5:48.608',0.338
'5:48.612',0.385
'5:48.616',0.432
'5:48.620',0.458
'5:48.624',0.497
'5:48.628',0.540
'5:48.632',0.520
'5:48.636',0.600
'5:48.640',0.583
'5:48.644',0.550
'5:48.648',0.515
'5:48.652',0.465
'5:48.656',0.435
'5:48.660',0.412
'5:48.664',0.338
'5:48.668',0.295
'5:48.672',0.203
'5:48.676',0.090
'5:48.680',0.025
'5:48.684',-0.087
'5:48.688',-0.163
'5:48.692',-0.273
'5:48.696',-0.340
'5:48.700',-0.445
'5:48.704',-0.507
'5:48.708',-0.570
'5:48.712',-0.632
'5:48.716',-0.677
'5:48.720',-0.708
'5:48.724',-0.703
'5:48.728',-0.713
'5:48.732',-0.723
'5:48.736',-0.660
'5:48.740',-0.688
'5:48.744',-0.677
'5:48.748',-0.677
'5:48.752',-0.652
'5:48.756',-0.575
'5:48.760',-0.532
'5:48.764',-0.472
'5:48.768',-0.445
'5:48.772',-0.357
'5:48.776',-0.335
'5:48.780',-0.245
'5:48.784',-0.188
'5:48.788',-0.115
'5:48.792',-0.040
'5:48.796',0.010
'5:48.800',0.098
'5:48.804',0.163
'5:48.808',0.185
'5:48.812',0.225
'5:48.816',0.225
'5:48.820',0.273
'5:48.824',0.253
'5:48.828',0.312
'5:48.832',0.295
'5:48.836',0.297
'5:48.840',0.297
'5:48.844',0.225
'5:48.848',0.175
'5:48.852',0.083
'5:48.856',0.060
'5:48.860',0.007
'5:48.864',-0.040
'5:48.868',-0.090
'5:48.872',-0.160
'5:48.876',-0.237
'5:48.880',-0.302
'5:48.884',-0.328
'5:48.888',-0.400
'5:48.892',-0.383
'5:48.896',-0.350
'5:48.900',-0.340
'5:48.904',-0.328
'5:48.908',-0.338
'5:48.912',-0.297
'5:48.916',-0.300
'5:48.920',-0.300
'5:48.924',-0.290
'5:48.928',-0.258
'5:48.932',-0.207
'5:48.936',-0.160
'5:48.940',-0.133
'5:48.944',-0.128
'5:48.948',-0.098
'5:48.952',-0.058
'5:48.956',-0.028
'5:48.960',0.060
'5:48.964',0.135
'5:48.968',0.188
'5:48.972',0.235
'5:48.976',0.260
'5:48.980',0.307
'5:48.984',0.320
'5:48.988',0.338
'5:48.992',0.410
'5:48.996',0.427
'5:49.000',0.475
'5:49.004',0.470
'5:49.008',0.445
'5:49.012',0.460
'5:49.016',0.370
'5:49.020',0.325
'5:49.024',0.253
'5:49.028',0.190
'5:49.032',0.107
'5:49.036',0.028
'5:49.040',-0.083
'5:49.044',-0.120
'5:49.048',-0.228
'5:49.052',-0.312
'5:49.056',-0.395
'5:49.060',-0.460
'5:49.064',-0.562
'5:49.068',-0.610
'5:49.072',-0.670
'5:49.076',-0.685
'5:49.080',-0.710
'5:49.084',-0.700
'5:49.088',-0.657
'5:49.092',-0.600
'5:49.096',-0.578
'5:49.100',-0.472
'5:49.104',-0.440
'5:49.108',-0.345
'5:49.112',-0.315
'5:49.116',-0.285
'5:49.120',-0.287
'5:49.124',-0.273
'5:49.128',-0.185
'5:49.132',-0.113
'5:49.136',-0.062
'5:49.140',0.022
'5:49.144',0.062
'5:49.148',0.138
'5:49.152',0.207
'5:49.156',0.270
'5:49.160',0.310
'5:49.164',0.362
'5:49.168',0.400
'5:49.172',0.425
'5:49.176',0.410
'5:49.180',0.435
'5:49.184',0.438
'5:49.188',0.465
'5:49.192',0.490
'5:49.196',0.495
'5:49.200',0.522
'5:49.204',0.472
'5:49.208',0.490
'5:49.212',0.415
'5:49.216',0.372
'5:49.220',0.290
'5:49.224',0.258
'5:49.228',0.165
'5:49.232',0.087
'5:49.236',0.015
'5:49.240',-0.077
'5:49.244',-0.223
'5:49.248',-0.335
'5:49.252',-0.465
'5:49.256',-0.585
'5:49.260',-0.608
'5:49.264',-0.640
'5:49.268',-0.695
'5:49.272',-0.703
'5:49.276',-0.728
'5:49.280',-0.723
'5:49.284',-0.662
'5:49.288',-0.613
'5:49.292',-0.547
'5:49.296',-0.500
'5:49.300',-0.360
'5:49.304',-0.320
'5:49.308',-0.233
'5:49.312',-0.177
'5:49.316',-0.140
'5:49.320',-0.083
'5:49.324',-0.028
'5:49.328',0.045
'5:49.332',0.102
'5:49.336',0.122
'5:49.340',0.170
'5:49.344',0.170
'5:49.348',0.150
'5:49.352',0.147
'5:49.356',0.175
'5:49.360',0.172
'5:49.364',0.182
'5:49.368',0.240
'5:49.372',0.233
'5:49.376',0.195
'5:49.380',0.190
'5:49.384',0.147
'5:49.388',0.138
'5:49.392',0.090
'5:49.396',0.075
'5:49.400',0.033
'5:49.404',0.000
'5:49.408',-0.077
'5:49.412',-0.090
'5:49.416',-0.165
'5:49.420',-0.258
'5:49.424',-0.307
'5:49.428',-0.365
'5:49.432',-0.360
'5:49.436',-0.370
'5:49.440',-0.385
'5:49.444',-0.388
'5:49.448',-0.400
'5:49.452',-0.383
'5:49.456',-0.375
'5:49.460',-0.385
'5:49.464',-0.325
